@RELATION weekly

@ATTRIBUTE weekly_symbol string
@ATTRIBUTE stock_open real
@ATTRIBUTE high real
@ATTRIBUTE low real
@ATTRIBUTE stock_close real
@ATTRIBUTE adjusted_close real
@ATTRIBUTE volume real
@ATTRIBUTE dividend_amount real
@ATTRIBUTE cobdate_partition DATE "yyyy-MM-dd"

@DATA
JPM,34.06,35.92,34.01,35.36,27.5181,152216000,0.25,"2012-01-06"
JPM,35.44,37.05,34.99,35.92,27.9539,189819700,0.0,"2012-01-13"
JPM,34.85,37.4,34.5,37.36,29.0746,182334100,0.0,"2012-01-20"
JPM,37.31,38.1,36.8,37.21,28.9578,143722900,0.0,"2012-01-27"
JPM,36.66,38.5,36.36,38.28,29.7905,163889500,0.0,"2012-02-03"
JPM,38.06,38.68,37.11,37.61,29.2691,118684000,0.0,"2012-02-10"
JPM,38.08,38.64,37.05,38.47,29.9384,128543700,0.0,"2012-02-17"
JPM,38.65,38.975,37.75,38.28,29.7905,95168900,0.0,"2012-02-24"
JPM,38.07,40.88,37.79,40.63,31.6194,192393600,0.0,"2012-03-02"
JPM,40.7,41.44,39.12,41.03,31.9307,143156000,0.0,"2012-03-09"
JPM,40.86,44.92,40.2,44.57,34.6856,282032300,0.0,"2012-03-16"
JPM,44.44,45.67,44.21,45.16,35.1447,161669900,0.0,"2012-03-23"
JPM,45.48,46.49,45.27,45.98,35.7829,154519700,0.0,"2012-03-30"
JPM,45.75,46.35,43.81,44.34,34.7345,128880900,0.3,"2012-04-05"
JPM,43.19,44.99,42.66,43.21,33.8493,192174600,0.0,"2012-04-13"
JPM,43.38,44.0,42.71,42.72,33.4655,139657400,0.0,"2012-04-20"
JPM,41.92,43.99,41.8,43.34,33.9511,132993900,0.0,"2012-04-27"
JPM,43.33,44.24,41.71,41.75,32.7056,123156200,0.0,"2012-05-04"
JPM,41.43,42.395,36.62,36.96,28.9533,345851000,0.0,"2012-05-11"
JPM,36.1,37.27,32.97,33.49,26.235,433201100,0.0,"2012-05-18"
JPM,33.52,34.58,32.26,33.5,26.2428,303428900,0.0,"2012-05-25"
JPM,33.98,34.0,31.77,31.93,25.0129,162655900,0.0,"2012-06-01"
JPM,32.16,33.83,30.83,33.68,26.3838,243102700,0.0,"2012-06-08"
JPM,34.37,35.07,32.51,35.03,27.4414,247541000,0.0,"2012-06-15"
JPM,34.71,37.03,34.5,35.99,28.1934,264553600,0.0,"2012-06-22"
JPM,35.26,36.82,34.64,35.73,27.9897,228294200,0.0,"2012-06-29"
JPM,36.27,36.36,33.73,33.9,26.7782,151557800,0.3,"2012-07-06"
JPM,33.81,36.2,33.54,36.07,28.4923,221167300,0.0,"2012-07-13"
JPM,35.76,35.85,33.9,33.9,26.7782,195997400,0.0,"2012-07-20"
JPM,33.24,37.2,33.1,36.89,29.14,195833100,0.0,"2012-07-27"
JPM,36.5,36.52,34.76,36.09,28.5081,133751300,0.0,"2012-08-03"
JPM,36.24,37.87,36.11,36.97,29.2032,113776800,0.0,"2012-08-10"
JPM,36.87,37.64,36.645,36.98,29.2111,83013800,0.0,"2012-08-17"
JPM,36.92,38.86,36.67,37.17,29.3612,108150900,0.0,"2012-08-24"
JPM,37.31,37.491,36.71,37.14,29.3375,79822900,0.0,"2012-08-31"
JPM,36.98,39.53,36.78,39.3,31.0437,96598100,0.0,"2012-09-07"
JPM,39.23,42.09,38.7299,41.57,32.8369,163604800,0.0,"2012-09-14"
JPM,41.0,41.76,40.55,40.88,32.2918,117098700,0.0,"2012-09-21"
JPM,40.61,41.55,39.7,40.48,31.9759,108494500,0.0,"2012-09-28"
JPM,40.88,42.44,40.42,41.71,33.1894,118422500,0.3,"2012-10-05"
JPM,41.33,42.64,41.11,41.62,33.1177,136695400,0.0,"2012-10-12"
JPM,41.91,43.54,41.73,42.32,33.6747,134411500,0.0,"2012-10-19"
JPM,42.25,42.52,40.87,41.16,32.7517,109012700,0.0,"2012-10-26"
JPM,41.45,43.07,41.15,42.42,33.7543,59778100,0.0,"2012-11-02"
JPM,42.33,43.05,39.86,40.62,32.322,133458700,0.0,"2012-11-09"
JPM,40.85,40.91,38.83,39.53,31.4547,120912800,0.0,"2012-11-16"
JPM,40.09,41.22,40.09,41.09,32.696,67504000,0.0,"2012-11-23"
JPM,40.79,41.35,39.88,41.08,32.6881,105340100,0.0,"2012-11-30"
JPM,41.27,42.57,40.2,42.56,33.8657,123596800,0.0,"2012-12-07"
JPM,42.54,43.375,42.01,42.81,34.0646,102125700,0.0,"2012-12-14"
JPM,43.0,44.54,42.81,44.0,35.0115,156075300,0.0,"2012-12-21"
JPM,43.72,44.18,42.9,43.24,34.4068,55088300,0.0,"2012-12-28"
JPM,43.1,45.43,43.05,45.36,36.3362,104338000,0.3,"2013-01-04"
JPM,45.09,46.2,44.96,46.14,36.961,113139200,0.0,"2013-01-11"
JPM,45.89,46.87,45.35,46.46,37.2173,162197000,0.0,"2013-01-18"
JPM,46.25,47.16,45.92,47.16,37.7781,89379700,0.0,"2013-01-25"
JPM,46.84,48.0,46.25,47.85,38.3308,102301500,0.0,"2013-02-01"
JPM,47.54,48.83,47.38,48.63,38.9557,113820600,0.0,"2013-02-08"
JPM,48.51,49.46,48.37,48.88,39.1559,89993500,0.0,"2013-02-15"
JPM,49.12,49.68,47.83,48.91,39.1799,93254400,0.0,"2013-02-22"
JPM,49.1,49.55,46.85,48.91,39.1799,133751791,0.0,"2013-03-01"
JPM,48.73,50.86,48.33,50.2,40.2133,106644737,0.0,"2013-03-08"
JPM,50.23,51.0,49.15,50.02,40.0691,141416100,0.0,"2013-03-15"
JPM,49.19,49.99,48.34,48.78,39.0758,118135600,0.0,"2013-03-22"
JPM,49.04,49.32,47.28,47.46,38.0184,94035700,0.0,"2013-03-28"
JPM,47.55,48.38,46.53,47.91,38.6246,112658800,0.3,"2013-04-05"
JPM,47.88,49.6,47.59,49.01,39.5115,119518500,0.0,"2013-04-12"
JPM,48.39,49.34,46.05,47.23,38.0764,144712000,0.0,"2013-04-19"
JPM,47.4,49.63,46.87,48.88,39.4066,85245700,0.0,"2013-04-26"
JPM,49.08,49.25,46.98,47.57,38.3505,103772500,0.0,"2013-05-03"
JPM,47.71,49.99,47.57,48.96,39.4711,102983100,0.0,"2013-05-10"
JPM,48.84,52.33,48.61,52.3,42.1638,123104700,0.0,"2013-05-17"
JPM,52.28,54.96,51.91,53.66,43.2602,149737400,0.0,"2013-05-24"
JPM,54.56,55.9,53.91,54.59,44.01,97525800,0.0,"2013-05-31"
JPM,54.6,55.39,52.27,54.27,43.752,120260100,0.0,"2013-06-07"
JPM,54.64,54.84,52.91,53.13,42.833,86362400,0.0,"2013-06-14"
JPM,53.7,54.51,51.69,51.96,41.8897,127225000,0.0,"2013-06-21"
JPM,50.88,53.49,50.11,52.79,42.5589,106369500,0.0,"2013-06-28"
JPM,53.22,54.0,52.12,53.99,43.8395,74958900,0.38,"2013-07-05"
JPM,54.54,55.87,54.05,54.97,44.6353,113102400,0.0,"2013-07-12"
JPM,55.49,56.555,54.6,56.16,45.6016,109007000,0.0,"2013-07-19"
JPM,56.17,56.93,55.6,56.05,45.5123,73874300,0.0,"2013-07-26"
JPM,55.98,56.78,55.08,56.49,45.8695,70648100,0.0,"2013-08-02"
JPM,56.33,56.58,54.125,54.52,44.2699,64026800,0.0,"2013-08-09"
JPM,54.04,54.8499,52.89,53.29,43.2712,80069100,0.0,"2013-08-16"
JPM,52.89,52.95,50.66,52.32,42.4835,84416300,0.0,"2013-08-23"
JPM,52.16,52.54,50.13,50.53,41.03,88332400,0.0,"2013-08-30"
JPM,51.25,52.71,50.83,52.56,42.6784,71454100,0.0,"2013-09-06"
JPM,52.78,53.93,52.08,52.59,42.7028,90117800,0.0,"2013-09-13"
JPM,53.45,53.87,52.53,52.8,42.8733,104351200,0.0,"2013-09-20"
JPM,52.08,52.56,50.06,52.24,42.4186,147596600,0.0,"2013-09-27"
JPM,51.73,52.68,51.29,52.67,43.0797,100401500,0.38,"2013-10-04"
JPM,52.29,53.35,50.25,52.51,42.9488,117244000,0.0,"2013-10-11"
JPM,51.94,54.58,51.76,54.3,44.4129,103899700,0.0,"2013-10-18"
JPM,54.27,54.85,52.07,52.77,43.1615,103975600,0.0,"2013-10-25"
JPM,52.89,53.24,51.3,52.51,42.9488,103889500,0.0,"2013-11-01"
JPM,52.74,53.97,51.58,53.96,44.1348,95968500,0.0,"2013-11-08"
JPM,53.91,54.96,53.15,54.87,44.8791,88313600,0.0,"2013-11-15"
JPM,55.49,57.52,55.3,57.46,46.9975,102555700,0.0,"2013-11-22"
JPM,57.5,58.14,57.17,57.22,46.8012,53280600,0.0,"2013-11-29"
JPM,57.1,57.75,55.62,56.06,45.8524,93165400,0.0,"2013-12-06"
JPM,56.28,57.07,55.913,56.17,45.9424,71880400,0.0,"2013-12-13"
JPM,56.34,58.0,55.4,57.7,47.1938,111195300,0.0,"2013-12-20"
JPM,57.97,58.46,57.8,58.14,47.5537,34143900,0.0,"2013-12-27"
JPM,58.14,58.95,57.71,58.66,48.2922,49674900,0.38,"2014-01-03"
JPM,59.16,59.465,58.11,58.49,48.1523,76026700,0.0,"2014-01-10"
JPM,58.51,59.82,57.53,58.11,47.8395,128857900,0.0,"2014-01-17"
JPM,58.09,58.44,55.09,55.09,45.3532,88049500,0.0,"2014-01-24"
JPM,55.08,56.39,54.692,55.36,45.5755,102640100,0.0,"2014-01-31"
JPM,55.5,56.93,54.2,56.62,46.6128,113020900,0.0,"2014-02-07"
JPM,56.77,58.23,56.39,58.15,47.8724,76600000,0.0,"2014-02-14"
JPM,58.02,58.65,57.22,57.61,47.4278,62900800,0.0,"2014-02-21"
JPM,57.62,58.23,56.14,56.82,46.7775,92681400,0.0,"2014-02-28"
JPM,56.3,59.8,55.69,59.4,48.9015,92092300,0.0,"2014-03-07"
JPM,59.14,59.48,56.62,56.8,46.761,90125600,0.0,"2014-03-14"
JPM,57.21,61.2,57.05,60.17,49.5354,116467500,0.0,"2014-03-21"
JPM,60.37,61.48,59.02,60.04,49.4283,111950500,0.0,"2014-03-28"
JPM,60.83,61.29,59.8,59.81,49.5484,72705400,0.38,"2014-04-04"
JPM,59.69,60.0,54.55,55.3,45.8121,128169100,0.0,"2014-04-11"
JPM,55.85,55.94,54.35,55.22,45.7459,102777700,0.0,"2014-04-17"
JPM,55.26,56.35,54.94,55.7,46.1435,71319700,0.0,"2014-04-25"
JPM,55.63,56.37,54.68,55.58,46.0441,77134000,0.0,"2014-05-02"
JPM,53.88,54.74,53.24,54.01,44.7435,97519600,0.0,"2014-05-09"
JPM,54.27,54.83,52.97,53.31,44.1636,75217400,0.0,"2014-05-16"
JPM,53.08,54.6,53.06,54.53,45.1743,64844700,0.0,"2014-05-23"
JPM,54.75,55.92,54.69,55.57,46.0358,49611500,0.0,"2014-05-30"
JPM,55.65,57.13,55.02,56.97,47.1956,60502500,0.0,"2014-06-06"
JPM,56.91,57.94,56.87,57.04,47.2536,61552100,0.0,"2014-06-13"
JPM,56.85,57.81,56.33,57.55,47.6761,64878200,0.0,"2014-06-20"
JPM,57.54,58.22,56.6,57.53,47.6595,65200200,0.0,"2014-06-27"
JPM,57.44,57.99,56.82,57.05,47.5903,57810900,0.4,"2014-07-03"
JPM,56.89,56.99,54.96,55.8,46.5475,65840400,0.0,"2014-07-11"
JPM,56.53,58.98,56.2,58.23,48.5746,100506700,0.0,"2014-07-18"
JPM,58.12,59.35,57.9,59.01,49.2253,50983400,0.0,"2014-07-25"
JPM,58.94,59.28,55.97,56.48,47.1148,77568600,0.0,"2014-08-01"
JPM,56.91,56.98,55.6,56.34,46.998,66554800,0.0,"2014-08-08"
JPM,56.54,57.5,56.13,56.75,47.34,48379200,0.0,"2014-08-15"
JPM,56.86,59.08,56.76,58.49,48.7915,49017400,0.0,"2014-08-22"
JPM,58.98,59.95,58.81,59.45,49.5923,53682800,0.0,"2014-08-29"
JPM,59.46,60.37,59.15,59.91,49.976,39875700,0.0,"2014-09-05"
JPM,59.84,60.41,58.78,60.03,50.0761,57953200,0.0,"2014-09-12"
JPM,59.78,61.85,59.45,61.11,50.9771,72438300,0.0,"2014-09-19"
JPM,60.94,61.64,60.15,60.56,50.5183,68740068,0.0,"2014-09-26"
JPM,60.03,60.74,58.61,60.3,50.6433,86951516,0.4,"2014-10-03"
JPM,60.78,60.8,58.51,58.52,49.1484,77834477,0.0,"2014-10-10"
JPM,58.5,59.145,54.26,56.2,47.1999,136282529,0.0,"2014-10-17"
JPM,56.1,58.775,56.07,58.74,49.3332,64973760,0.0,"2014-10-24"
JPM,58.45,60.54,58.25,60.48,50.7945,74488768,0.0,"2014-10-31"
JPM,60.79,61.55,59.42,61.47,51.626,63996888,0.0,"2014-11-07"
JPM,61.25,61.93,59.99,60.28,50.6265,59599979,0.0,"2014-11-14"
JPM,60.0,61.07,59.75,60.45,50.7693,50382287,0.0,"2014-11-21"
JPM,60.7,61.305,59.95,60.16,50.5258,37525831,0.0,"2014-11-28"
JPM,59.98,63.06,59.55,62.7,52.659,69046921,0.0,"2014-12-05"
JPM,62.6,63.16,59.96,60.04,50.425,99105145,0.0,"2014-12-12"
JPM,60.74,62.35,58.11,61.93,52.0123,98705149,0.0,"2014-12-19"
JPM,62.16,62.97,61.61,62.55,52.533,44129815,0.0,"2014-12-26"
JPM,62.42,63.49,62.07,62.49,52.8186,49246966,0.4,"2015-01-02"
JPM,62.06,62.28,58.35,59.34,50.1561,105179032,0.0,"2015-01-09"
JPM,59.28,59.7,54.5,55.93,47.2738,158571482,0.0,"2015-01-16"
JPM,56.04,57.87,55.19,56.68,47.9078,92004360,0.0,"2015-01-23"
JPM,56.41,56.99,54.37,54.38,45.9637,99475802,0.0,"2015-01-30"
JPM,54.53,58.73,54.27,57.89,48.9305,90559069,0.0,"2015-02-06"
JPM,57.42,60.22,57.23,59.67,50.435,83489298,0.0,"2015-02-13"
JPM,59.36,60.14,58.35,59.8,50.5449,56221165,0.0,"2015-02-20"
JPM,59.5,61.92,58.8,61.28,51.7958,88729694,0.0,"2015-02-27"
JPM,61.24,62.87,60.8,60.89,51.4662,77031352,0.0,"2015-03-06"
JPM,60.84,61.86,59.955,61.0,51.5592,77000826,0.0,"2015-03-13"
JPM,61.5,62.1,60.76,61.75,52.1931,72484139,0.0,"2015-03-20"
JPM,61.75,62.08,58.87,59.55,50.3336,67968991,0.0,"2015-03-27"
JPM,60.88,61.46,59.73,60.52,51.4948,68795066,0.4,"2015-04-02"
JPM,59.92,61.78,59.65,61.7,52.4988,56849478,0.0,"2015-04-10"
JPM,61.64,64.48,61.5,62.84,53.4688,114826901,0.0,"2015-04-17"
JPM,63.22,63.6,62.03,62.6,53.2646,64655400,0.0,"2015-04-24"
JPM,62.7,63.89,61.77,63.61,54.124,69502472,0.0,"2015-05-01"
JPM,63.68,65.65,63.25,65.49,55.7236,82566789,0.0,"2015-05-08"
JPM,65.26,66.18,64.76,65.88,56.0554,61442591,0.0,"2015-05-15"
JPM,65.8,67.1899,65.8,66.47,56.5574,59457645,0.0,"2015-05-22"
JPM,66.2,66.65,65.31,65.78,55.9703,52643096,0.0,"2015-05-29"
JPM,65.99,67.84,65.58,67.42,57.3658,72273883,0.0,"2015-06-05"
JPM,67.46,68.68,66.47,68.25,58.072,70845664,0.0,"2015-06-12"
JPM,67.58,68.82,67.3,68.08,57.9273,78661418,0.0,"2015-06-19"
JPM,68.87,69.82,68.635,68.95,58.6676,74827981,0.0,"2015-06-26"
JPM,67.68,68.39,67.16,67.52,57.8222,67395610,0.44,"2015-07-02"
JPM,66.88,67.46,65.205,67.05,57.4197,80982576,0.0,"2015-07-10"
JPM,67.89,69.95,67.68,69.21,59.2695,85327093,0.0,"2015-07-17"
JPM,69.5,70.61,68.68,68.91,59.0126,65400302,0.0,"2015-07-24"
JPM,68.15,69.45,67.57,68.53,58.6872,66901153,0.0,"2015-07-31"
JPM,68.59,69.42,67.55,68.05,58.2761,54346383,0.0,"2015-08-07"
JPM,68.22,69.005,66.07,67.89,58.1391,71790762,0.0,"2015-08-14"
JPM,67.62,68.36,63.57,63.6,54.4652,85322754,0.0,"2015-08-21"
JPM,59.29,64.73,50.07,64.13,54.9191,147366391,0.0,"2015-08-28"
JPM,63.67,64.35,60.75,61.5,52.6669,92867922,0.0,"2015-09-04"
JPM,62.77,64.34,61.45,62.56,53.5746,55787776,0.0,"2015-09-11"
JPM,62.64,64.64,60.78,60.94,52.1873,88717925,0.0,"2015-09-18"
JPM,61.52,61.91,59.46,61.47,52.6412,75332395,0.0,"2015-09-25"
JPM,60.92,61.87,58.53,60.81,52.4528,92092536,0.44,"2015-10-02"
JPM,61.24,63.03,61.22,61.93,53.4188,64500131,0.0,"2015-10-09"
JPM,61.84,62.65,59.54,62.43,53.8501,91067146,0.0,"2015-10-16"
JPM,62.0,64.185,61.91,63.87,55.0922,70505565,0.0,"2015-10-23"
JPM,63.84,65.83,63.3135,64.25,55.42,69156093,0.0,"2015-10-30"
JPM,64.45,69.03,64.39,68.46,59.0514,74135065,0.0,"2015-11-06"
JPM,68.7,68.72,65.23,65.56,56.55,64296459,0.0,"2015-11-13"
JPM,65.46,68.11,65.17,67.54,58.2579,60354428,0.0,"2015-11-20"
JPM,67.31,67.58,66.04,67.17,57.9387,34073884,0.0,"2015-11-27"
JPM,67.28,67.995,65.58,67.89,58.5598,73699275,0.0,"2015-12-04"
JPM,67.66,67.75,63.5102,64.07,55.2647,72266714,0.0,"2015-12-11"
JPM,64.227,68.0,63.6,64.4,55.5494,99395214,0.0,"2015-12-18"
JPM,65.02,66.89,64.83,66.6,57.447,48001280,0.0,"2015-12-24"
JPM,66.29,67.3,65.71,66.03,56.9554,38275005,0.0,"2015-12-31"
JPM,63.95,64.13,58.85,58.92,51.174,114859866,0.44,"2016-01-08"
JPM,58.83,59.675,56.22,57.04,49.5412,141698675,0.0,"2016-01-15"
JPM,57.73,57.97,54.66,56.95,49.463,111456989,0.0,"2016-01-22"
JPM,56.48,59.54,55.6,59.5,51.6778,101692399,0.0,"2016-01-29"
JPM,59.16,59.65,55.015,57.75,50.1578,114447930,0.0,"2016-02-05"
JPM,56.69,57.57,52.5,57.49,49.932,158266022,0.0,"2016-02-12"
JPM,58.23,59.25,57.075,57.82,50.2186,77999080,0.0,"2016-02-19"
JPM,58.51,58.88,54.325,57.54,49.9754,107593306,0.0,"2016-02-26"
JPM,57.41,60.55,56.29,60.05,52.1555,98686773,0.0,"2016-03-04"
JPM,59.54,60.05,57.81,59.34,51.5388,82293803,0.0,"2016-03-11"
JPM,59.15,60.97,57.99,60.48,52.5289,90741926,0.0,"2016-03-18"
JPM,60.22,60.819,58.87,59.48,51.6604,49303732,0.0,"2016-03-24"
JPM,59.53,60.2272,58.53,59.87,51.9991,70721799,0.0,"2016-04-01"
JPM,59.44,59.565,57.065,57.74,50.5219,70125467,0.44,"2016-04-08"
JPM,57.91,62.905,57.91,61.87,54.1356,116425665,0.0,"2016-04-15"
JPM,61.64,64.66,61.53,63.97,55.973,75498178,0.0,"2016-04-22"
JPM,63.6,64.64,62.7,63.2,55.2993,67245917,0.0,"2016-04-29"
JPM,63.69,64.0,60.59,61.6,53.8993,71485178,0.0,"2016-05-06"
JPM,61.37,62.6,61.02,61.2,53.5493,60540518,0.0,"2016-05-13"
JPM,61.21,64.22,61.0,63.51,55.5706,75122777,0.0,"2016-05-20"
JPM,63.45,66.2,63.16,65.43,57.2505,61664135,0.0,"2016-05-27"
JPM,65.73,65.92,63.55,64.64,56.5593,60069006,0.0,"2016-06-03"
JPM,64.64,65.76,63.58,63.84,55.8593,60032041,0.0,"2016-06-10"
JPM,63.48,64.34,60.9,62.28,54.4943,83415203,0.0,"2016-06-17"
JPM,63.45,64.15,59.34,59.6,52.1493,97147944,0.0,"2016-06-24"
JPM,58.71,62.19,57.05,61.26,54.0218,124051755,0.48,"2016-07-01"
JPM,60.45,62.17,58.76,61.83,54.5245,74555053,0.0,"2016-07-08"
JPM,62.42,64.98,62.14,64.18,56.5968,94802752,0.0,"2016-07-15"
JPM,64.13,64.4,63.46,64.04,56.4734,49106666,0.0,"2016-07-22"
JPM,63.98,64.685,63.675,63.97,56.4116,51256436,0.0,"2016-07-29"
JPM,64.15,66.37,63.38,66.3,58.4663,68719262,0.0,"2016-08-05"
JPM,66.07,66.485,64.86,65.32,57.6021,50301363,0.0,"2016-08-12"
JPM,65.56,65.99,65.22,65.86,58.0783,48765276,0.0,"2016-08-19"
JPM,65.75,66.88,65.41,66.22,58.3958,39121105,0.0,"2016-08-26"
JPM,66.49,67.77,66.46,67.49,59.5157,69270678,0.0,"2016-09-02"
JPM,67.5,67.68,66.64,66.65,58.775,58658491,0.0,"2016-09-09"
JPM,66.14,67.3,65.44,65.82,58.043,85775834,0.0,"2016-09-16"
JPM,66.15,67.9,65.85,67.25,59.3041,64423805,0.0,"2016-09-23"
JPM,66.6,67.21,65.11,66.59,58.7221,81790234,0.0,"2016-09-30"
JPM,66.35,68.18,66.1,68.11,60.4953,84385666,0.48,"2016-10-07"
JPM,68.34,69.06,66.82,67.52,59.9713,82637100,0.0,"2016-10-14"
JPM,67.42,68.68,66.735,68.49,60.8329,65834083,0.0,"2016-10-21"
JPM,68.97,69.77,68.37,69.11,61.3835,56911792,0.0,"2016-10-28"
JPM,69.43,69.78,67.64,67.76,60.1845,66291260,0.0,"2016-11-04"
JPM,69.08,77.25,69.0,76.69,68.1161,168756401,0.0,"2016-11-11"
JPM,77.25,80.44,76.88,77.71,69.0221,139370239,0.0,"2016-11-18"
JPM,78.0,79.45,77.29,78.83,70.0169,45979543,0.0,"2016-11-25"
JPM,78.18,82.279,78.02,81.6,72.4772,93255024,0.0,"2016-12-02"
JPM,82.3,85.5,82.29,85.49,75.9323,89061868,0.0,"2016-12-09"
JPM,85.36,86.49,83.76,84.94,75.4438,96213346,0.0,"2016-12-16"
JPM,84.8,87.17,84.19,87.05,77.3179,72345982,0.0,"2016-12-23"
JPM,87.05,87.39,85.04,86.29,76.6428,44705622,0.0,"2016-12-30"
JPM,87.34,87.76,85.2589,86.12,76.9143,63010315,0.48,"2017-01-06"
JPM,85.73,88.17,85.52,86.7,77.4323,91108940,0.0,"2017-01-13"
JPM,84.93,85.22,83.03,83.67,74.7262,86276166,0.0,"2017-01-20"
JPM,83.3,86.98,83.205,86.93,77.6377,73396847,0.0,"2017-01-27"
JPM,86.19,87.31,84.09,87.18,77.861,73690529,0.0,"2017-02-03"
JPM,86.79,87.48,85.37,87.0,77.7002,59931460,0.0,"2017-02-10"
JPM,87.44,91.04,87.43,90.23,80.585,87500926,0.0,"2017-02-17"
JPM,90.51,91.34,89.73,90.33,80.6743,52034556,0.0,"2017-02-24"
JPM,90.32,93.98,89.585,92.8,82.8802,81703436,0.0,"2017-03-03"
JPM,92.25,92.851,90.53,91.28,81.5227,71048989,0.0,"2017-03-10"
JPM,91.31,92.8057,90.65,90.68,80.9869,73070175,0.0,"2017-03-17"
JPM,90.27,91.17,86.01,87.29,77.9592,101635302,0.0,"2017-03-24"
JPM,85.53,89.46,85.23,87.84,78.4504,71768497,0.0,"2017-03-31"
JPM,87.99,88.54,85.25,86.18,77.4087,79213725,0.5,"2017-04-07"
JPM,86.08,86.99,84.4,84.4,75.8098,75029375,0.0,"2017-04-13"
JPM,84.44,86.08,84.36,84.52,75.9176,86239251,0.0,"2017-04-21"
JPM,86.55,89.13,86.42,87.0,78.1452,80355753,0.0,"2017-04-28"
JPM,87.36,87.74,86.02,87.0,78.1452,62161899,0.0,"2017-05-05"
JPM,87.04,87.84,86.3399,86.92,78.0733,45540948,0.0,"2017-05-12"
JPM,87.1,88.09,83.36,84.78,76.1511,79455236,0.0,"2017-05-19"
JPM,85.18,86.08,84.21,85.36,76.6721,53398423,0.0,"2017-05-26"
JPM,85.13,85.15,81.635,82.64,74.229,71704786,0.0,"2017-06-02"
JPM,82.64,87.05,82.13,86.96,78.1093,70876712,0.0,"2017-06-09"
JPM,87.32,87.85,85.82,86.18,77.4087,73810760,0.0,"2017-06-16"
JPM,86.97,88.23,86.61,86.86,78.0194,67671070,0.0,"2017-06-23"
JPM,87.01,92.65,86.615,91.4,82.0974,86044010,0.0,"2017-06-30"
JPM,91.56,94.51,91.41,93.85,84.7524,58687123,0.5,"2017-07-07"
JPM,93.5,93.68,90.58,92.25,83.3075,74899152,0.0,"2017-07-14"
JPM,91.82,91.99,90.32,90.89,82.0794,61913204,0.0,"2017-07-21"
JPM,90.96,93.52,90.905,91.28,82.4316,60450554,0.0,"2017-07-28"
JPM,91.51,94.4,91.5,93.66,84.5809,59351886,0.0,"2017-08-04"
JPM,93.89,95.2193,91.24,91.42,82.558,55730698,0.0,"2017-08-11"
JPM,92.37,93.56,90.19,90.74,81.9439,56518982,0.0,"2017-08-18"
JPM,90.85,92.48,90.16,91.89,82.9824,48227655,0.0,"2017-08-25"
JPM,92.16,92.36,90.31,91.7,82.8109,49174184,0.0,"2017-09-01"
JPM,91.02,91.105,88.08,88.42,79.8488,56897246,0.0,"2017-09-08"
JPM,89.39,91.71,88.95,91.62,82.7386,67548609,0.0,"2017-09-15"
JPM,91.93,95.37,91.85,94.83,85.6374,56352894,0.0,"2017-09-22"
JPM,94.51,95.88,93.341,95.51,86.2515,55844258,0.0,"2017-09-29"
JPM,95.77,97.64,95.46,96.92,88.0297,57114042,0.56,"2017-10-06"
JPM,96.96,97.5,94.96,95.86,87.0669,63749549,0.0,"2017-10-13"
JPM,96.34,99.89,96.34,99.51,90.3821,56961562,0.0,"2017-10-20"
JPM,99.51,102.4201,99.24,101.77,92.4348,57700038,0.0,"2017-10-27"
JPM,101.13,101.93,100.16,101.41,92.1078,41479118,0.0,"2017-11-03"
JPM,101.34,101.6874,96.81,97.51,88.5656,60487834,0.0,"2017-11-10"
JPM,96.69,99.06,95.95,98.14,89.1378,53307605,0.0,"2017-11-17"
JPM,98.45,99.55,97.76,98.32,89.3013,30213030,0.0,"2017-11-24"
JPM,98.31,106.66,97.93,104.79,95.1778,92035079,0.0,"2017-12-01"
JPM,107.73,108.4,103.73,105.93,96.2132,82788375,0.0,"2017-12-08"
JPM,105.72,107.37,104.64,106.14,96.4039,81554306,0.0,"2017-12-15"
JPM,107.31,108.46,106.09,107.45,97.5938,59897128,0.0,"2017-12-22"
JPM,107.2,108.28,106.4,106.94,97.1306,32477572,0.0,"2017-12-29"
JPM,107.63,110.03,106.81,108.34,98.9075,51581847,0.56,"2018-01-05"
JPM,108.15,112.85,107.7,112.67,102.8605,70523060,0.0,"2018-01-12"
JPM,111.51,114.34,111.07,113.01,103.1709,70858191,0.0,"2018-01-19"
JPM,112.66,116.32,112.5,116.32,106.1927,62904169,0.0,"2018-01-26"
JPM,116.02,117.35,114.09,114.28,104.3303,67954418,0.0,"2018-02-02"
JPM,113.0,114.59,103.98,110.04,100.4595,138117719,0.0,"2018-02-09"
JPM,111.17,116.07,110.07,114.68,104.6955,73973108,0.0,"2018-02-16"
JPM,114.65,117.45,113.97,117.31,107.0965,55739435,0.0,"2018-02-23"
JPM,118.14,119.33,111.12,113.32,103.4539,87962776,0.0,"2018-03-02"
JPM,112.05,118.08,111.89,118.04,107.763,62968583,0.0,"2018-03-09"
JPM,118.0,118.75,114.6,115.44,105.3894,66365017,0.0,"2018-03-16"
JPM,115.1,116.63,106.76,107.01,97.6933,79414156,0.0,"2018-03-23"
JPM,109.19,111.69,106.65,109.97,100.3956,70323520,0.0,"2018-03-29"
JPM,109.96,112.83,106.08,109.09,100.0907,83708923,0.56,"2018-04-06"
JPM,110.01,115.15,109.05,110.3,101.2009,100069566,0.0,"2018-04-13"
JPM,110.94,112.74,108.89,111.47,102.2744,81658663,0.0,"2018-04-20"
